0.001615509,0,0.051696284,0.08723748,0.132471729,0.025848142,0.042003231,0.168012924,0.016155089,0.011308562,0,6.91712963,17.19444444,0.592905405,0.001615509,0.01453958,0.001615509,0.001615509,0,0.064620355,0,0,0,0.008077544,0.18901454,0.027463651,0.426494346,0.137318255,0.006462036,2
0,0,0.034188034,0.064102564,0.128205128,0.012820513,0.068376068,0.341880342,0.02991453,0.004273504,0,7.713888889,26,0.767241379,0.008547009,0.017094017,0.004273504,0,0,0.034188034,0,0,0,0,0.230769231,0.012820513,0.482905983,0.162393162,0,2
0.005571031,0,0.075208914,0.080779944,0.108635097,0.033426184,0.058495822,0.192200557,0.011142061,0.002785515,0.019498607,7.916666667,18.89473684,0.568627451,0.002785515,0.005571031,0.002785515,0.011142061,0.002785515,0.058495822,0,0,0,0.002785515,0.114206128,0.030640669,0.398328691,0.169916435,0.016713092,2
0,0,0.05904059,0.081180812,0.103321033,0.011070111,0.033210332,0.247232472,0.003690037,0.007380074,0.003690037,9.799365079,18.06666667,0.63670412,0,0,0.003690037,0.003690037,0,0.084870849,0,0,0,0.003690037,0.143911439,0.018450185,0.442804428,0.188191882,0.003690037,2
0,0,0.035460993,0.085106383,0.120567376,0.028368794,0.021276596,0.184397163,0.021276596,0.007092199,0.007092199,5.910714286,10.07142857,0.695035461,0,0.014184397,0.021276596,0.007092199,0,0.09929078,0,0,0,0,0.120567376,0.035460993,0.453900709,0.092198582,0.007092199,2
0.006833713,0,0.090356872,0.08428246,0.160212604,0.048595292,0.035687168,0.195140471,0.009111617,0.009111617,0.006074412,6.991696429,16.4625,0.554022989,0.002277904,0.009111617,0.006833713,0,0.002277904,0.056188307,0.000759301,0.001518603,0.003796507,0.01594533,0.134396355,0.028094153,0.434320425,0.17388003,0.004555809,1
0,0,0.008333333,0.083333333,0.158333333,0.016666667,0.033333333,0.2,0.008333333,0,0.008333333,7.855,12,0.683333333,0,0,0,0.008333333,0,0.041666667,0,0,0,0.016666667,0.166666667,0.05,0.383333333,0.158333333,0.008333333,2
0,0,0.051282051,0.051282051,0.11965812,0.011396011,0.051282051,0.245014245,0.011396011,0,0,8.854497354,19.5,0.583586626,0,0.011396011,0.005698006,0.005698006,0,0.01994302,0,0,0,0.002849003,0.125356125,0.025641026,0.561253561,0.131054131,0.005698006,2
0.018726592,0,0.123595506,0.093632959,0.101123596,0.052434457,0.033707865,0.146067416,0.003745318,0.011235955,0.011235955,7.084375,16.6875,0.705660377,0,0.003745318,0,0,0,0.018726592,0.003745318,0.003745318,0.003745318,0.02247191,0.097378277,0.04494382,0.397003745,0.131086142,0.011235955,1
0.019480519,0,0.090909091,0.097402597,0.097402597,0.032467532,0.045454545,0.246753247,0.006493506,0,0.019480519,6.636243386,17.11111111,0.727272727,0,0.006493506,0.006493506,0.019480519,0.006493506,0.045454545,0,0,0.006493506,0.006493506,0.168831169,0.032467532,0.37012987,0.175324675,0.032467532,1
